X_id,OFFENCE_YEAR,DIVISION,TICKET_TYPE,OFFENCE_CATEGORY,AGE_GROUP,HOOD_158,NEIGHBOURHOOD_158,TICKET_COUNT
17827,2018,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,89,Runnymede-Bloor West Village,6
17828,2018,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,152,East Willowdale,6
17829,2020,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,56,Leaside-Bennington,6
17830,2018,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,69,Blake-Jones,6
17831,2015,D51,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,72,Regent Park,6
17832,2022,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,153,Avondale,6
17833,2020,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,69,Blake-Jones,6
17834,2021,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,46,Pleasant View,6
17835,2022,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,151,Yonge-Doris,4
17836,2017,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,22,Humbermede,6
17837,2022,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,6,Kingsview Village-The Westway,4
17838,2016,D55,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,NSA,NSA,3
17839,2020,D31,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,23,Pelmo Park-Humberlea,6
17840,2021,D51,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,168,Downtown Yonge East,6
17841,2021,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,173,North Toronto,4
17842,2023,D23,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,4,Rexdale-Kipling,3
17843,2014,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,39,Bedford Park-Nortown,6
17844,2022,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,44,Flemingdon Park,6
17845,2019,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,36,Newtonbrook West,4
17846,2023,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,83,Dufferin Grove,4
17847,2017,D32,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,32,Englemount-Lawrence,3
17848,2017,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,147,L'Amoreaux West,6
17849,2018,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,7,Willowridge-Martingrove-Richview,6
17850,2020,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,101,Forest Hill South,4
17851,2022,NSA,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,85,South Parkdale,4
17852,2014,D22,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,NSA,NSA,3
17853,2021,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,65,Greenwood-Coxwell,6
17854,2022,D52,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,78,Kensington-Chinatown,6
17855,2017,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,120,Clairlea-Birchmount,4
17856,2022,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,41,Bridle Path-Sunnybrook-York Mills,4
17857,2021,D41,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,124,Kennedy Park,3
17858,2019,D52,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,166,St Lawrence-East Bayfront-The Islands,6
17859,2018,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,35,Westminster-Branson,6
17860,2014,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,102,Forest Hill North,6
17861,2022,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,11,Eringate-Centennial-West Deane,6
17862,2023,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,5,Elms-Old Rexdale,6
17863,2017,D41,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,123,Cliffcrest,6
17864,2021,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,103,Lawrence Park South,6
17865,2016,D51,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,167,Church-Wellesley,6
17866,2016,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,118,Tam O'Shanter-Sullivan,6
17867,2021,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,23,Pelmo Park-Humberlea,6
17868,2018,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,147,L'Amoreaux West,6
17869,2022,D43,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,133,Centennial Scarborough,6
17870,2018,D51,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,74,North St.James Town,6
17871,2020,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,23,Pelmo Park-Humberlea,6
17872,2021,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,8,Humber Heights-Westmount,6
17873,2014,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,120,Clairlea-Birchmount,6
17874,2015,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,89,Runnymede-Bloor West Village,6
17875,2022,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,110,Keelesdale-Eglinton West,6
17876,2020,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,86,Roncesvalles,6
17877,2017,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,78,Kensington-Chinatown,6
17878,2021,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,56,Leaside-Bennington,6
17879,2017,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,89,Runnymede-Bloor West Village,6
17880,2015,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,23,Pelmo Park-Humberlea,6
17881,2015,D41,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,122,Birchcliffe-Cliffside,6
17882,2018,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,121,Oakridge,6
17883,2018,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,59,Danforth East York,6
17884,2017,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,116,Steeles,6
17885,2023,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,32,Englemount-Lawrence,6
17886,2022,D52,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,164,Wellington Place,6
17887,2017,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,66,Danforth,6
17888,2021,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,18,New Toronto,6
17889,2014,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,98,Rosedale-Moore Park,6
17890,2014,D43,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,140,Guildwood,4
17891,2014,D33,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,47,Don Valley Village,3
17892,2015,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,102,Forest Hill North,4
17893,2015,D43,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,123,Cliffcrest,6
17894,2019,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,102,Forest Hill North,4
17895,2021,D41,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,125,Ionview,3
17896,2018,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,95,Annex,4
17897,2016,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,29,Maple Leaf,6
17898,2016,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,7,Willowridge-Martingrove-Richview,4
17899,2021,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,106,Humewood-Cedarvale,6
17900,2015,D42,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,148,East L'Amoreaux,4
17901,2019,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,85,South Parkdale,4
17902,2023,D51,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,74,North St.James Town,3
17903,2016,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,78,Kensington-Chinatown,4
17904,2019,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,150,Fenside-Parkwoods,6
17905,2023,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,18,New Toronto,4
17906,2016,D53,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,97,Yonge-St.Clair,3
17907,2023,D31,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,23,Pelmo Park-Humberlea,4
17908,2017,D41,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,138,Eglinton East,6
17909,2014,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,10,Princess-Rosethorn,4
17910,2015,D53,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,100,Yonge-Eglinton,3
17911,2020,NSA,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,149,Parkwoods-O'Connor Hills,4
17912,2022,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,150,Fenside-Parkwoods,6
17913,2021,D43,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,156,Bendale-Glen Andrew,4
17914,2020,D53,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,173,North Toronto,3
17915,2021,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,171,Junction-Wallace Emerson,4
17916,2017,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,171,Junction-Wallace Emerson,6
17917,2020,NSA,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,159,Etobicoke City Centre,4
17918,2017,D22,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,20,Alderwood,3
17919,2017,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,96,Casa Loma,4
17920,2020,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,4,Rexdale-Kipling,6
17921,2023,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,150,Fenside-Parkwoods,4
17922,2018,D12,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,90,Junction Area,3
17923,2023,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,103,Lawrence Park South,4
17924,2023,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,52,Bayview Village,6
17925,2021,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,79,University,4
17926,2021,D41,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,NSA,NSA,3
17927,2019,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,100,Yonge-Eglinton,4
17928,2021,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,153,Avondale,6
17929,2017,D52,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,167,Church-Wellesley,4
17930,2021,D13,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,31,Yorkdale-Glen Park,3
17931,2015,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,172,Dovercourt Village,4
17932,2014,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,152,East Willowdale,6
17933,2014,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,88,High Park North,4
17934,2018,D33,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,119,Wexford/Maryvale,3
17935,2014,D52,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,78,Kensington-Chinatown,4
17936,2022,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,52,Bayview Village,6
17937,2020,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,44,Flemingdon Park,4
17938,2018,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,6,Kingsview Village-The Westway,4
17939,2022,D33,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,53,Henry Farm,3
17940,2020,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,8,Humber Heights-Westmount,6
17941,2014,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,19,Long Branch,4
17942,2022,D43,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,138,Eglinton East,6
17943,2017,D43,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,134,Highland Creek,3
17944,2023,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,53,Henry Farm,4
17945,2021,NSA,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,166,St Lawrence-East Bayfront-The Islands,4
17946,2019,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,15,Kingsway South,6
17947,2018,D55,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,66,Danforth,3
17948,2020,D41,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,138,Eglinton East,4
17949,2017,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,167,Church-Wellesley,4
17950,2014,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,66,Danforth,6
17951,2018,D33,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,49,Bayview Woods-Steeles,3
17952,2015,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,91,Weston-Pelham Park,4
17953,2020,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,105,Lawrence Park North,4
17954,2014,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,91,Weston-Pelham Park,6
17955,2014,D22,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,160,Mimico-Queensway,3
17956,2020,D43,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,133,Centennial Scarborough,4
17957,2019,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,5,Elms-Old Rexdale,4
17958,2014,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,48,Hillcrest Village,6
17959,2023,D12,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,91,Weston-Pelham Park,3
17960,2016,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,40,St.Andrew-Windfields,4
17961,2015,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,81,Trinity-Bellwoods,4
17962,2022,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,36,Newtonbrook West,6
17963,2023,D31,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,NSA,NSA,3
17964,2018,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,57,Broadview North,4
17965,2014,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,91,Weston-Pelham Park,4
17966,2014,D41,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,122,Birchcliffe-Cliffside,6
17967,2017,D23,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,9,Edenbridge-Humber Valley,3
17968,2022,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,31,Yorkdale-Glen Park,4
17969,2019,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,88,High Park North,4
17970,2023,D42,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,143,West Rouge,6
17971,2015,D43,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,141,Golfdale-Cedarbrae-Woburn,3
17972,2016,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,10,Princess-Rosethorn,4
17973,2022,D43,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,143,West Rouge,4
17974,2023,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,4,Rexdale-Kipling,6
17975,2017,D52,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,169,Bay-Cloverhill,3
17976,2020,NSA,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,85,South Parkdale,4
17977,2014,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,96,Casa Loma,4
17978,2016,D11,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,91,Weston-Pelham Park,3
17979,2019,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,12,Markland Wood,6
17980,2015,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,7,Willowridge-Martingrove-Richview,4
17981,2019,D52,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,168,Downtown Yonge East,4
17982,2021,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,111,Rockcliffe-Smythe,6
17983,2022,D23,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,NSA,NSA,3
17984,2015,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,5,Elms-Old Rexdale,4
17985,2021,D41,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,123,Cliffcrest,4
17986,2014,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,149,Parkwoods-O'Connor Hills,6
17987,2014,D22,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,159,Etobicoke City Centre,3
17988,2021,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,149,Parkwoods-O'Connor Hills,4
17989,2015,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,40,St.Andrew-Windfields,4
17990,2017,D33,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,48,Hillcrest Village,3
17991,2017,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,99,Mount Pleasant East,4
17992,2021,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,64,Woodbine Corridor,4
17993,2014,D53,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,103,Lawrence Park South,3
17994,2018,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,97,Yonge-St.Clair,4
17995,2020,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,173,North Toronto,4
17996,2019,D22,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,20,Alderwood,3
17997,2021,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,29,Maple Leaf,4
17998,2023,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,63,The Beaches,4
17999,2019,D53,Prov Offence Summons Part Iii Form 104,Aggressive Driving,Adult,55,Thorncliffe Park,3
18000,2023,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,32,Englemount-Lawrence,4
18001,2017,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,171,Junction-Wallace Emerson,9
18002,2016,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,155,Downsview,5
18003,2015,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,94,Wychwood,7
18004,2016,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,27,York University Heights,9
18005,2020,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,80,Palmerston-Little Italy,5
18006,2017,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,95,Annex,8
18007,2015,D51,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,71,Cabbagetown-South St.James Town,7
18008,2020,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,58,Old East York,9
18009,2016,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,83,Dufferin Grove,5
18010,2019,D42,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,147,L'Amoreaux West,9
18011,2021,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,155,Downsview,5
18012,2016,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,101,Forest Hill South,6
18013,2019,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,40,St.Andrew-Windfields,7
18014,2017,D43,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,157,Bendale South,8
18015,2015,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,155,Downsview,7
18016,2020,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,34,Bathurst Manor,9
18017,2015,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,32,Englemount-Lawrence,5
18018,2021,D43,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,157,Bendale South,9
18019,2022,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,29,Maple Leaf,5
18020,2019,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,80,Palmerston-Little Italy,7
18021,2016,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,96,Casa Loma,6
18022,2019,D31,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,22,Humbermede,8
18023,2014,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,109,Caledonia-Fairbank,7
18024,2014,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,112,Beechborough-Greenbrook,9
18025,2021,NSA,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,119,Wexford/Maryvale,5
18026,2020,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,89,Runnymede-Bloor West Village,5
18027,2016,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,84,Little Portugal,6
18028,2018,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,118,Tam O'Shanter-Sullivan,9
18029,2018,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,84,Little Portugal,5
18030,2016,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,90,Junction Area,5
18031,2018,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,81,Trinity-Bellwoods,7
18032,2016,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,19,Long Branch,9
18033,2019,D41,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,157,Bendale South,8
18034,2016,D51,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,166,St Lawrence-East Bayfront-The Islands,6
18035,2017,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,10,Princess-Rosethorn,7
18036,2022,D42,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,145,Malvern West,9
18037,2021,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,83,Dufferin Grove,7
18038,2022,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,86,Roncesvalles,8
18039,2022,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,31,Yorkdale-Glen Park,9
18040,2021,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,90,Junction Area,5
18041,2020,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,9,Edenbridge-Humber Valley,5
18042,2014,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,89,Runnymede-Bloor West Village,5
18043,2017,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,155,Downsview,7
18044,2022,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,53,Henry Farm,9
18045,2023,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,62,East End-Danforth,7
18046,2018,NSA,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,165,Harbourfront-CityPlace,5
18047,2022,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,63,The Beaches,8
18048,2018,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,10,Princess-Rosethorn,5
18049,2022,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,109,Caledonia-Fairbank,5
18050,2023,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,48,Hillcrest Village,8
18051,2014,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,161,Humber Bay Shores,7
18052,2016,D52,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,164,Wellington Place,9
18053,2017,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,84,Little Portugal,7
18054,2017,D23,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,8,Humber Heights-Westmount,5
18055,2021,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,86,Roncesvalles,9
18056,2021,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,15,Kingsway South,5
18057,2023,NSA,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,85,South Parkdale,5
18058,2018,D43,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,135,Morningside,8
18059,2020,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,49,Bayview Woods-Steeles,7
18060,2017,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,90,Junction Area,9
18061,2018,D31,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,155,Downsview,7
18062,2020,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,160,Mimico-Queensway,9
18063,2023,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,86,Roncesvalles,5
18064,2014,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,23,Pelmo Park-Humberlea,5
18065,2019,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,19,Long Branch,5
18066,2022,D41,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,121,Oakridge,8
18067,2015,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,49,Bayview Woods-Steeles,7
18068,2020,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,68,North Riverdale,9
18069,2015,D43,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,138,Eglinton East,9
18070,2018,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,66,Danforth,5
18071,2015,D53,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,174,South Eglinton-Davisville,8
18072,2015,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,60,Woodbine-Lumsden,7
18073,2018,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,32,Englemount-Lawrence,5
18074,2019,D41,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,123,Cliffcrest,5
18075,2017,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,91,Weston-Pelham Park,9
18076,2021,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,38,Lansing-Westgate,7
18077,2019,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,32,Englemount-Lawrence,5
18078,2017,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,84,Little Portugal,5
18079,2022,D32,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,34,Bathurst Manor,9
18080,2019,D11,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,91,Weston-Pelham Park,5
18081,2020,D22,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,13,Etobicoke West Mall,9
18082,2019,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,92,Corso Italia-Davenport,8
18083,2014,D55,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,59,Danforth East York,7
18084,2023,D31,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,155,Downsview,7
18085,2020,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,102,Forest Hill North,5
18086,2015,D13,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,171,Junction-Wallace Emerson,5
18087,2014,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,44,Flemingdon Park,9
18088,2021,D31,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,24,Black Creek,8
18089,2022,D42,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,130,Milliken,9
18090,2016,D33,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,116,Steeles,5
18091,2016,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,172,Dovercourt Village,7
18092,2022,D12,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,28,Rustic,5
18093,2018,D14,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,172,Dovercourt Village,8
18094,2019,D42,Prov Offence Summons Part Iii Form 104,All CAIA,Adult,148,East L'Amoreaux,9
